#1's Destiny child [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	USA :	"BMG Music Entertainment,"	c2005.	||||	Subject:	Popular Music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.63	F51	(n/a)	||||	Barcode:	CD 2508
Practical guide to the universe 	-	Author:	(n/a)	||||	Publisher:	"Bethesda, MD :"	"Discovery Communications Inc,"	c1996.	||||	Subject:	Universe	||||	Location:	Audio Visual Center	||||	Call ID:	CD	523.1	P88	1996	||||	Barcode:	CD 1972
Practical magic [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	USA :	"Warner Bros,"	c1998.	||||	Subject:	Witch Craft	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	P88	(n/a)	||||	Barcode:	CD 2538
Practical project management [computer file]  	-	Author:	"Ghattas, R.G."	||||	Publisher:	New Jersey :	"Prentice   Hall,"	c2001.	||||	Subject:	Industrial project management	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.5	G34	2001	||||	Barcode:	CD 355
Practicing social work [computer file]  	-	Author:	"Lieberman, Alice"	||||	Publisher:	"New York, NY :"	"Routledge,"	2007	||||	Subject:	Social service	||||	Location:	Audio Visual Center	||||	Call ID:	CD	361.3'2072	L62	2007	||||	Barcode:	CD 3856
Practicing social work [computer file]  	-	Author:	"Lieberman, Alice"	||||	Publisher:	"New York, NY :"	"Routledge,"	2007	||||	Subject:	Social service	||||	Location:	Audio Visual Center	||||	Call ID:	CD	361.3'2072	L62	2007	||||	Barcode:	CD 3885
Practicing social work [computer file]  	-	Author:	"Lieberman, Alice"	||||	Publisher:	"New York, NY :"	"Routledge,"	2007	||||	Subject:	Social service	||||	Location:	Audio Visual Center	||||	Call ID:	CD	361.3'2072	L62	2007	||||	Barcode:	CD 4306
Praise & inspiration [sound recording].	-	Author:	(n/a)	||||	Publisher:	(n/a)	"Able Music International, Inc,"	c2005.	||||	Subject:	Church music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	782.421642	P88	2005	||||	Barcode:	CD 4069
Pray 	-	Author:	(n/a)	||||	Publisher:	Philippines :	"Star Record,"	c2009.	||||	Subject:	Mysteries of the Holy Rosary	||||	Location:	Audio Visual Center	||||	Call ID:	CD	242.2	P89	2009	||||	Barcode:	CD 3609
Prayers from the upper room [sound recording].	-	Author:	(n/a)	||||	Publisher:	Quezon City :	"Jesuit Communications Foundation, Inc,"	c2003.	||||	Subject:	Religious songs	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.71	P89	2006	||||	Barcode:	CD 3519
Prayers wrapped in songs  [videorecording].	-	Author:	(n/a)	||||	Publisher:	Quezon City :	"Jesuit Communications Foundation, Inc,"	c2002.	||||	Subject:	Prayers	||||	Location:	Audio Visual Center	||||	Call ID:	CD	242	P89	2002	||||	Barcode:	CD 3514
Prayers wrapped in songs 3 [videorecording].	-	Author:	(n/a)	||||	Publisher:	Quezon City :	"Jesuit Communications Foundation, Inc,"	c2002.	||||	Subject:	Prayers	||||	Location:	Audio Visual Center	||||	Call ID:	CD	242	P89	2002	||||	Barcode:	CD 3515
Prayers wrapped in songs 4 [videorecording].	-	Author:	(n/a)	||||	Publisher:	Quezon City :	"Jesuit Communications Foundation, Inc,"	c2002.	||||	Subject:	Prayers	||||	Location:	Audio Visual Center	||||	Call ID:	CD	242	P89	2002	||||	Barcode:	CD 3516
Prayers wrapped in songs 6 [videorecording].	-	Author:	(n/a)	||||	Publisher:	Quezon City :	"Jesuit Communications Foundation, Inc,"	c2004.	||||	Subject:	Prayers	||||	Location:	Audio Visual Center	||||	Call ID:	CD	242	P89	2004	||||	Barcode:	CD 3517
Prayers wrapped in songs 8 [videorecording].	-	Author:	(n/a)	||||	Publisher:	Quezon City :	"Jesuit Communications Foundation, Inc,"	c2008.	||||	Subject:	Prayers	||||	Location:	Audio Visual Center	||||	Call ID:	CD	242	P89	2008	||||	Barcode:	CD 3518
Pre algebra [ video recording ].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	[s.n.].		||||	Subject:	Algebra	||||	Location:	Audio Visual Center	||||	Call ID:	VT	512	P91	(n/a)	||||	Barcode:	VT 839
Pre algebra curriculum [video recording].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	[s.n.].		||||	Subject:	Algebra	||||	Location:	Audio Visual Center	||||	Call ID:	VT	512	P91	(n/a)	||||	Barcode:	VT 865
Precalculus 	-	Author:	"Barnett, Raymond A."	||||	Publisher:	Boston :	"McGraw Hill,"	c2001.	||||	Subject:	Functions.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	512.1	B26	2001	||||	Barcode:	CD 1505
Premutations and restriction [video recording]  	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"AGC Educational Media,"	c 1995.	||||	Subject:	Permutation	||||	Location:	Audio Visual Center	||||	Call ID:	VT	511.64	P42	(n/a)	||||	Barcode:	VT 828
Preparation to order taking [video recording].	-	Author:	(n/a)	||||	Publisher:	"Hyde Park, NY :"	"Culinary Institute of America,"	c2003.	||||	Subject:	Table service	||||	Location:	Audio Visual Center	||||	Call ID:	VT	642.6	P92	2003	||||	Barcode:	VT 662
Preparation to order taking [videorecording].	-	 Author:	(n/a)	||||	Publisher:	"Hyde Park, NY :"	"Culinary Institute of America,"	c2003.	||||	 Subject:	Table service	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	642.6	P92	2003	||||	Barcode:	CD 4590
Preparations prior to cooking [video recording].	-	Author:	(n/a)	||||	Publisher:	"Hyde Park, NY :"	"Culinary Institute of America,"	c2003.	||||	Subject:	Cookery	||||	Location:	Audio Visual Center	||||	Call ID:	VT	641.5	P92	2003	||||	Barcode:	VT 665
Preparations prior to cooking [video recording].	-	 Author:	(n/a)	||||	Publisher:	"Hyde Park, NY :"	"Culinary Institute of America,"	c2003.	||||	 Subject:	Cookery	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	641.5	P92	2003	||||	Barcode:	CD 4617
Prepare and administer oral and topical medications [ video recording ].	-	Author:	(n/a)	||||	Publisher:	[S.l.] :	"Delmar Publishers, Inc.,"	c1997.	||||	Subject:	Medical assistants.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	615.6	P91	1997	||||	Barcode:	VT 553
Prepare and administer parenteral medications [ video recording ]	-	Author:	(n/a)	||||	Publisher:	[S.l.] :	"Delmar Publishers, Inc.,"	c1997.	||||	Subject:	Medical assistants.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	615.6	P92	1997	||||	Barcode:	VT 554
Preparing an income statement [video recording ].	-	Author:	(n/a)	||||	Publisher:	[s.l] :	"Cerebellum Corporation,"	c2002.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	VT	657	P91	2002	||||	Barcode:	VT 672
Preparing buffet food [ video recording ].	-	Author:	(n/a)	||||	Publisher:	[ s. l. ] :	"Prentice Hall Media,"	c1984.	||||	Subject:	Caterers and catering	||||	Location:	Audio Visual Center	||||	Call ID:	VT	642.4	P91	1984	||||	Barcode:	VT 497
Preparing buffet food [ videorecording ].	-	 Author:	(n/a)	||||	Publisher:	[S.l.] :	"Prentice Hall Media,"	c1984.	||||	 Subject:	Caterers and catering	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	642.4	P91	1984	||||	Barcode:	CD 4571
Preserving nature's worst 	-	Author:	(n/a)	||||	Publisher:	Manila :	"Manila Observatory Archives,"	c2007.	||||	Subject:	Natural disasters	||||	Location:	Audio Visual Center	||||	Call ID:	CD	904'.5	P92	2007	||||	Barcode:	CD 3633
Presidents' home [videorecording].	-	Author:	(n/a)	||||	Publisher:	Glendale CA :	"Discovery Communications,"	c2007.	||||	Subject:	"Lincoln, Abraham, President, United States, 1809 1"	||||	Location:	Audio Visual Center	||||	Call ID:	CD	973.7	P92	2007	||||	Barcode:	CD 4451
Pretty woman [ motion picture ].  	-	Author:	(n/a)	||||	Publisher:	USA :	"Toucstone Pictures,"	2000	||||	Subject:	Love stories.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	808.8385	P91	2000	||||	Barcode:	CD 828
Pretty woman [ motion picture ].  	-	Author:	(n/a)	||||	Publisher:	USA :	"Toucstone Pictures,"	2000	||||	Subject:	Love stories.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	808.8385	P91	2000	||||	Barcode:	CD 829
Preventing medication errors [ video recording ]  	-	Author:	"McPherson, Karen"	||||	Publisher:	USA :	"Springhouse,"	c2001.	||||	Subject:	Medication errors	||||	Location:	Audio Visual Center	||||	Call ID:	VT	615.1	M24	2001	||||	Barcode:	VT 906
Pride & prejudice [ motion picture ].	-	Author:	(n/a)	||||	Publisher:	[France ] :	"Universal Pictures,"	c2005.	||||	Subject:	Family Life	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	P93	(n/a)	||||	Barcode:	CD 2977
Pride and prejudice [motion picture]  	-	Author:	"Langton, Simon"	||||	Publisher:	London :	"BBC Enterprises,"	c2002.	||||	Subject:	Feature film	||||	Location:	Audio Visual Center	||||	Call ID:	CD	823.7	L26	2002	||||	Barcode:	CD 3599
"Prince of Persia, the sands of time"	-	Author:	"Newell, Mike"	||||	Publisher:	"Burbank, Calif. :"	Walt Disney Studios Home Entertainment	2010	||||	Subject:	Princes	||||	Location:	Audio Visual Center	||||	Call ID:	CD	920.'55	N44	2010	||||	Barcode:	CD 3778
Princess 	-	Author:	Princess	||||	Publisher:	Philippines :	"Vicor,"	c2010.	||||	Subject:	Popular music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.63	P93	2010	||||	Barcode:	CD 3617
Princess 	-	Author:	(n/a)	||||	Publisher:	"Burbank, CA :"	"Walt Disney,"	c2009.	||||	Subject:	Princesses	||||	Location:	Audio Visual Center	||||	Call ID:	CD	920	P93	2009	||||	Barcode:	CD 4144
Principles of accounting [ computer file ]  	-	Author:	"Needles, Belverd E."	||||	Publisher:	Boston :	"Houghton Mifflin,"	c2002.	||||	Subject:	Accounting.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657	N28	2002	||||	Barcode:	CD 1582
Principles of Anatomy and Physiology [computer file]  	-	Author:	"Tortora, Gerald J."	||||	Publisher:	New York :	"John Wiley & Sons,"	c2003.	||||	Subject:	(n/a)	||||	Location:	Audio Visual Center	||||	Call ID:	CD	611	T63	2003	||||	Barcode:	CD 621
Principles of Anatomy and Physiology [computer file]  	-	Author:	"Tortora, Gerald J."	||||	Publisher:	New York :	"John Wiley & Sons,"	c2003.	||||	Subject:	(n/a)	||||	Location:	Audio Visual Center	||||	Call ID:	CD	611	T63	2003	||||	Barcode:	CD 622
Principles of anatomy and physiology [computer file]  	-	Author:	"Tortora, Gerald"	||||	Publisher:	California :	"benjamin Cummings,"	c1996.	||||	Subject:	Human physiology	||||	Location:	Audio Visual Center	||||	Call ID:	CD	612	T63	1996	||||	Barcode:	CD 495
Principles of anatomy and physiology [computer file]  	-	Author:	"Tortora, Gerald J."	||||	Publisher:	New York :	"John Wiley & Sons, Inc,"	c2000.	||||	Subject:	Human physiology	||||	Location:	Audio Visual Center	||||	Call ID:	CD	612	T63	2000	||||	Barcode:	CD 525
Principles of anatomy and physiology [computer file]  	-	Author:	"Tortora, Gerald J."	||||	Publisher:	California :	"Biological Sciences Textbooks,"	c1996.	||||	Subject:	Human physiology	||||	Location:	Audio Visual Center	||||	Call ID:	CD	612	T63	1996	||||	Barcode:	CD 589
Principles of auditing and other assurance services [computer file] 	-	Author:	"Whittington, Ray O."	||||	Publisher:	Boston :	"McGraw Hill  Irwin,"	c2006.	||||	Subject:	Auditing	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657.45	W61	2008	||||	Barcode:	CD 4318
Principles of auditing and other assurance services [computer file] 	-	 Author:	"Whittington, Ray O."	||||	Publisher:	Boston :	"McGraw-Hill/ Irwin,"	c2014.	||||	 Subject:	Auditing	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	657'.45	W58	2014	||||	Barcode:	CD 4643
Principles of biostatistics [computer file]  	-	Author:	"Pagano, Marcello"	||||	Publisher:	Australia :	"Duxbury,"	c2000.	||||	Subject:	Biostatistics	||||	Location:	Audio Visual Center	||||	Call ID:	CD	570.151'95	P14	2000	||||	Barcode:	CD 648
Principles of Corporate Finance [computer file] 	-	Author:	"Brealey, Richard A."	||||	Publisher:	Boston :	"Irwin McGraw Hill,"	c2000.	||||	Subject:	Corporation Finance	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.15	B74	2000	||||	Barcode:	CD 1779
Principles of Corporate Finance [Computer File]  	-	Author:	"Brealey, Richard A."	||||	Publisher:	Boston :	"Irwin   McGraw   Hill,"	c2000.	||||	Subject:	Corporations	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.15	B74	2000	||||	Barcode:	CD 262
Principles of electronic materials and devices [ computer file ]  	-	Author:	"Kasap, S.O."	||||	Publisher:	New York :	"McGraw Hill,"	c2006.	||||	Subject:	Electric engineering	||||	Location:	Audio Visual Center	||||	Call ID:	CD	621.3	K15	(n/a)	||||	Barcode:	CD 2433
Principles of financial accounting [computer file]  	-	Author:	"Larson, Kermit D."	||||	Publisher:	"Boston, Mass. :"	"McGraw Hill,"	c2005.	||||	Subject:	Accounting.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657	L32	(n/a)	||||	Barcode:	CD 2932
Principles of financial management [Computer File]  	-	Author:	"Emery, Douglas R."	||||	Publisher:	New Jersey :	"Prentice   Hall,"	c1998.	||||	Subject:	Corporations	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.15	Em3	1998	||||	Barcode:	CD 265
Principles of financial management [Computer File]  	-	Author:	"Emery, Douglas R."	||||	Publisher:	New Jersey :	"Prentice   Hall,"	c1998.	||||	Subject:	Corporations	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.15	Em3	1998	||||	Barcode:	CD 271
Principles of managerial finance (computer file)  	-	Author:	"Gitman, Lawrence J."	||||	Publisher:	Massachusetts :	"Addison Wesley,"	c2000.	||||	Subject:	Corporations	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.15	G44	2000	||||	Barcode:	CD 396
Principles of marketing [Computer file]  	-	Author:	"Kotler, Philip"	||||	Publisher:	New Jersey :	"Prentice   Hall,"	c1999.	||||	Subject:	Marketing	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.802	K84	1999	||||	Barcode:	CD 259
Principles of marketing [computer file]  	-	Author:	"Kotler, Philip"	||||	Publisher:	New Jersey :	"Prentice Hall,"	c2001.	||||	Subject:	Marketing principles	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.8	K84	2001	||||	Barcode:	CD 582
Principles of operation management [ computer file ]  	-	Author:	"Heizer, Jay"	||||	Publisher:	New Jersey :	"Prentice Hall,"	c 1999.	||||	Subject:	Production management.	||||	Location:	Audio Visual Center	||||	Call ID:	D	658.5	H36	1999	||||	Barcode:	D 115
Principles of operations management [ computer file ]  	-	Author:	"Heizer, Jay H."	||||	Publisher:	"Upper Saddle River, N.J. :"	"Prentice Hall,"	c2001.	||||	Subject:	Production management.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.5	H36	2001	||||	Barcode:	CD 1416
Principles of operations management [ computer file ]  	-	Author:	"Heizer, Jay H."	||||	Publisher:	"Upper Saddle River, N.J. :"	"Prentice Hall,"	c2001.	||||	Subject:	Production management.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.5	H36	2001	||||	Barcode:	CD 1417
Principles of operations management [computer file]  	-	Author:	"Heizer, Jay"	||||	Publisher:	New Jersey :	"Prentice   Hall,"	c1999.	||||	Subject:	Operation management	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.5	H36	1999	||||	Barcode:	CD 192
Principles of operations management [computer file]  	-	Author:	"Heizer, Jay"	||||	Publisher:	New Jersey :	"Prentice   Hall,"	c1999.	||||	Subject:	Operation management	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.5	H36	1999	||||	Barcode:	CD 576
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"Alt,"	c1986.	||||	Subject:	Momentum	||||	Location:	Audio Visual Center	||||	Call ID:	VT	531.6	P93	(n/a)	||||	Barcode:	VT 245
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"AIT,"	c1989.	||||	Subject:	Energy	||||	Location:	Audio Visual Center	||||	Call ID:	VT	531.6	P93e	(n/a)	||||	Barcode:	VT 242
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"AIT,"	c1985.	||||	Subject:	Force	||||	Location:	Audio Visual Center	||||	Call ID:	VT	531.6	P93f	(n/a)	||||	Barcode:	VT 238
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"AIT,"	c1985.	||||	Subject:	Work	||||	Location:	Audio Visual Center	||||	Call ID:	VT	531.6	P93w	(n/a)	||||	Barcode:	VT 239
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"Alt,"	c1986.	||||	Subject:	Light	||||	Location:	Audio Visual Center	||||	Call ID:	VT	535	P93	(n/a)	||||	Barcode:	VT 250
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"Alt,"	c1986.	||||	Subject:	Radiation	||||	Location:	Audio Visual Center	||||	Call ID:	VT	539.2	P93	(n/a)	||||	Barcode:	VT 249
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"AIT,"	c1985.	||||	Subject:	Resistance	||||	Location:	Audio Visual Center	||||	Call ID:	VT	620.112	P93	(n/a)	||||	Barcode:	VT 241
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"AIT,"	c1985.	||||	Subject:	Transformers	||||	Location:	Audio Visual Center	||||	Call ID:	VT	621.314	P93	(n/a)	||||	Barcode:	VT 244
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"Alt,"	c1986.	||||	Subject:	Sound and related vibrations	||||	Location:	Audio Visual Center	||||	Call ID:	VT	620.2	P93	(n/a)	||||	Barcode:	VT 246
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"Alt,"	c1986.	||||	Subject:	Direct energy conversion	||||	Location:	Audio Visual Center	||||	Call ID:	VT	621.3124	P93	(n/a)	||||	Barcode:	VT 247
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"Alt,"	c1986.	||||	Subject:	Photoelectric devices	||||	Location:	Audio Visual Center	||||	Call ID:	VT	621.381'542	P93	(n/a)	||||	Barcode:	VT 248
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"AIT,"	c1989.	||||	Subject:	Power transmission systems	||||	Location:	Audio Visual Center	||||	Call ID:	VT	621.85	P93	(n/a)	||||	Barcode:	VT 243
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"AIT,"	c1985.	||||	Subject:	Instruments for measuring time	||||	Location:	Audio Visual Center	||||	Call ID:	VT	681.11	P93r	(n/a)	||||	Barcode:	VT 240
Principles of technology 	-	Author:	(n/a)	||||	Publisher:	USA :	"Alt,"	c1986.	||||	Subject:	Instruments for measuring time	||||	Location:	Audio Visual Center	||||	Call ID:	VT	681.11	P93t	(n/a)	||||	Barcode:	VT 251
Principles of technology  	-	 Author:	(n/a)	||||	Publisher:	USA :	"AIT,"	c1989.	||||	 Subject:	Power transmission systems	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	621.85	P93	1989	||||	Barcode:	CD 4570
Principles of technology  	-	 Author:	(n/a)	||||	Publisher:	USA :	"Alt,"	c1986.	||||	 Subject:	Photoelectric devices	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	621.381'542	P93	1986	||||	Barcode:	CD 4567
Pro ENGINEER 2001 instructor [ computer file ]  	-	Author:	"Kelley, David S."	||||	Publisher:	Boston :	"McGraw Hill,"	c2002.	||||	Subject:	Computer aided design.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	620.0042	K28	2002	||||	Barcode:	CD 1682
Probability 	-	Author:	"Santos, David"	||||	Publisher:	"Sudbury, Mass. :"	"Jones and Bartlett Publishers,"	c2011.	||||	Subject:	Probabilities.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	519.2	Sa5	2011	||||	Barcode:	CD 4030
Probability 	-	Author:	"Santos, David"	||||	Publisher:	"Sudbury, Mass. :"	"Jones and Bartlett Publishers,"	c2011.	||||	Subject:	Probabilities.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	519.2	Sa5	2011	||||	Barcode:	CD 4027
Probability 	-	Author:	"Santos, David"	||||	Publisher:	"Sudbury, Mass. :"	"Jones and Bartlett Publishers,"	c2011.	||||	Subject:	Probabilities.	||||	Location:	Technological Studies Section	||||	Call ID:	(n/a)	519.2	Sa5	2011	||||	Barcode:	61211
Probability 	-	Author:	"Santos, David"	||||	Publisher:	"Sudbury, Mass. :"	"Jones and Bartlett Publishers,"	c2011.	||||	Subject:	Probabilities.	||||	Location:	Technological Studies Section	||||	Call ID:	(n/a)	519.2	Sa5	2011	||||	Barcode:	61141
Probability [video recording]  	-	Author:	"Brisbin, Helen"	||||	Publisher:	[ s. l. ] :	"Access Network,"	c1995.	||||	Subject:	Probabilities	||||	Location:	Audio Visual Center	||||	Call ID:	VT	519.2	B77	1995	||||	Barcode:	VT 829
Probability [video recording]  	-	Author:	"Brisbin, Helen"	||||	Publisher:	[ s. l. ] :	"Access Network,"	c1995.	||||	Subject:	Probabilities	||||	Location:	Audio Visual Center	||||	Call ID:	VT	519.2	B77	1995	||||	Barcode:	VT 824
Problem solving in math [ video recording ].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Guidance Associates,"	c1990.	||||	Subject:	Arithmetric operations	||||	Location:	Audio Visual Center	||||	Call ID:	VT	513.2	P94	1990	||||	Barcode:	VT 856
Problem solving in math [video recording].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	Guidance Associates.		||||	Subject:	Decimals	||||	Location:	Audio Visual Center	||||	Call ID:	VT	513.5	P94	(n/a)	||||	Barcode:	VT 857
Problems of conservation 	-	Author:	(n/a)	||||	Publisher:	Chicago :	"Encyclopedia Britannica Educational Corporation,"	c1990.	||||	Subject:	Acid Rain	||||	Location:	Audio Visual Center	||||	Call ID:	VT	628.52	P94	(n/a)	||||	Barcode:	VT 084
Problems of conservation  	-	 Author:	(n/a)	||||	Publisher:	Chicago :	"Encyclopedia Britannica Educational Corporation,"	c1990.	||||	 Subject:	Acid Rain	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	628.52	P94	1990	||||	Barcode:	CD 4574
